fo_id;fo_code;fo_code_ext;fo_cb_code;fo_nincab;fo_numtub;fo_nintub;fo_type;fo_etat;fo_color;fo_reper;fo_proptyp;fo_comment;fo_creadat;fo_majdate;fo_majsrc;fo_abddate;fo_abdsrc
180030007050;FO180030007050;;CB000180030007;50;5;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030007051;FO180030007051;;CB000180030007;51;5;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030007052;FO180030007052;;CB000180030007;52;5;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030007053;FO180030007053;;CB000180030007;53;5;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030007054;FO180030007054;;CB000180030007;54;5;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030007055;FO180030007055;;CB000180030007;55;5;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030007056;FO180030007056;;CB000180030007;56;5;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030007057;FO180030007057;;CB000180030007;57;5;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030007058;FO180030007058;;CB000180030007;58;5;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030007059;FO180030007059;;CB000180030007;59;5;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030007060;FO180030007060;;CB000180030007;60;5;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030007061;FO180030007061;;CB000180030007;61;6;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030007062;FO180030007062;;CB000180030007;62;6;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030007063;FO180030007063;;CB000180030007;63;6;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030007064;FO180030007064;;CB000180030007;64;6;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030007065;FO180030007065;;CB000180030007;65;6;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030007066;FO180030007066;;CB000180030007;66;6;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030007067;FO180030007067;;CB000180030007;67;6;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030007068;FO180030007068;;CB000180030007;68;6;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030007069;FO180030007069;;CB000180030007;69;6;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030007070;FO180030007070;;CB000180030007;70;6;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030007071;FO180030007071;;CB000180030007;71;6;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030007072;FO180030007072;;CB000180030007;72;6;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030007073;FO180030007073;;CB000180030007;73;7;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030007074;FO180030007074;;CB000180030007;74;7;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030007075;FO180030007075;;CB000180030007;75;7;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030007076;FO180030007076;;CB000180030007;76;7;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030007077;FO180030007077;;CB000180030007;77;7;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030007078;FO180030007078;;CB000180030007;78;7;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030007079;FO180030007079;;CB000180030007;79;7;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030007080;FO180030007080;;CB000180030007;80;7;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030007081;FO180030007081;;CB000180030007;81;7;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030007082;FO180030007082;;CB000180030007;82;7;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030007083;FO180030007083;;CB000180030007;83;7;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030007084;FO180030007084;;CB000180030007;84;7;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030007085;FO180030007085;;CB000180030007;85;8;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030007086;FO180030007086;;CB000180030007;86;8;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030007087;FO180030007087;;CB000180030007;87;8;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030007088;FO180030007088;;CB000180030007;88;8;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030007089;FO180030007089;;CB000180030007;89;8;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030007090;FO180030007090;;CB000180030007;90;8;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030007091;FO180030007091;;CB000180030007;91;8;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030007092;FO180030007092;;CB000180030007;92;8;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030007093;FO180030007093;;CB000180030007;93;8;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030007094;FO180030007094;;CB000180030007;94;8;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030007095;FO180030007095;;CB000180030007;95;8;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030007096;FO180030007096;;CB000180030007;96;8;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030007101;FO180030007101;;CB001800300071;1;;;G652;OK;;;CST;;2015-06-03 00:00:00;;;;
180030007102;FO180030007102;;CB001800300071;2;;;G652;OK;;;CST;;2015-06-03 00:00:00;;;;
180030008101;FO180030008101;;CB001800300081;1;;;G652;OK;;;CST;;2015-06-03 00:00:00;;;;
180030017101;FO180030017101;;CB001800300171;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030027101;FO180030027101;;CB001800300271;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030037101;FO180030037101;;CB001800300371;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030047101;FO180030047101;;CB001800300471;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030057101;FO180030057101;;CB001800300571;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030067101;FO180030067101;;CB001800300671;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030077101;FO180030077101;;CB001800300771;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030087101;FO180030087101;;CB001800300871;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030097101;FO180030097101;;CB001800300971;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030107101;FO180030107101;;CB001800301071;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030117101;FO180030117101;;CB001800301171;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030127101;FO180030127101;;CB001800301271;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030137101;FO180030137101;;CB001800301371;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030157101;FO180030157101;;CB001800301571;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030167101;FO180030167101;;CB001800301671;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030177101;FO180030177101;;CB001800301771;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030187101;FO180030187101;;CB001800301871;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030197101;FO180030197101;;CB001800301971;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030207101;FO180030207101;;CB001800302071;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030217101;FO180030217101;;CB001800302171;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030227101;FO180030227101;;CB001800302271;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030237101;FO180030237101;;CB001800302371;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030247101;FO180030247101;;CB001800302471;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030257101;FO180030257101;;CB001800302571;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030257102;FO180030257102;;CB001800302571;2;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030329001;FO180030329001;;CB000180030329;1;1;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030329002;FO180030329002;;CB000180030329;2;1;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030329003;FO180030329003;;CB000180030329;3;1;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030329004;FO180030329004;;CB000180030329;4;1;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030329005;FO180030329005;;CB000180030329;5;1;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030329006;FO180030329006;;CB000180030329;6;1;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030329007;FO180030329007;;CB000180030329;7;2;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030329008;FO180030329008;;CB000180030329;8;2;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030329009;FO180030329009;;CB000180030329;9;2;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030329010;FO180030329010;;CB000180030329;10;2;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030329011;FO180030329011;;CB000180030329;11;2;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030329012;FO180030329012;;CB000180030329;12;2;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030341001;FO180030341001;;CB000180030341;1;1;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030341002;FO180030341002;;CB000180030341;2;1;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030341003;FO180030341003;;CB000180030341;3;1;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030341004;FO180030341004;;CB000180030341;4;1;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030341005;FO180030341005;;CB000180030341;5;1;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030341006;FO180030341006;;CB000180030341;6;1;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030341007;FO180030341007;;CB000180030341;7;2;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030341008;FO180030341008;;CB000180030341;8;2;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030341009;FO180030341009;;CB000180030341;9;2;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030341010;FO180030341010;;CB000180030341;10;2;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030341011;FO180030341011;;CB000180030341;11;2;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030341012;FO180030341012;;CB000180030341;12;2;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030341013;FO180030341013;;CB000180030341;13;3;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030341014;FO180030341014;;CB000180030341;14;3;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030341015;FO180030341015;;CB000180030341;15;3;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030341016;FO180030341016;;CB000180030341;16;3;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030341017;FO180030341017;;CB000180030341;17;3;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030341018;FO180030341018;;CB000180030341;18;3;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030341019;FO180030341019;;CB000180030341;19;4;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030341020;FO180030341020;;CB000180030341;20;4;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030341021;FO180030341021;;CB000180030341;21;4;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030341022;FO180030341022;;CB000180030341;22;4;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030341023;FO180030341023;;CB000180030341;23;4;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030341024;FO180030341024;;CB000180030341;24;4;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030437101;FO180030147101;;CB001800301471;1;;;G652;OK;;;CST;;2015-06-08 00:00:00;;;;
180030739001;FO180030739001;;CB000180030739;1;1;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030739002;FO180030739002;;CB000180030739;2;1;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030739003;FO180030739003;;CB000180030739;3;1;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030739004;FO180030739004;;CB000180030739;4;1;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030739005;FO180030739005;;CB000180030739;5;1;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030739006;FO180030739006;;CB000180030739;6;1;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030739007;FO180030739007;;CB000180030739;7;2;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030739008;FO180030739008;;CB000180030739;8;2;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030739009;FO180030739009;;CB000180030739;9;2;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030739010;FO180030739010;;CB000180030739;10;2;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030739011;FO180030739011;;CB000180030739;11;2;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030739012;FO180030739012;;CB000180030739;12;2;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030739013;FO180030739013;;CB000180030739;13;3;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030739014;FO180030739014;;CB000180030739;14;3;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030739015;FO180030739015;;CB000180030739;15;3;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030739016;FO180030739016;;CB000180030739;16;3;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030739017;FO180030739017;;CB000180030739;17;3;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030739018;FO180030739018;;CB000180030739;18;3;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030739019;FO180030739019;;CB000180030739;19;4;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030739020;FO180030739020;;CB000180030739;20;4;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030739021;FO180030739021;;CB000180030739;21;4;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030739022;FO180030739022;;CB000180030739;22;4;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030739023;FO180030739023;;CB000180030739;23;4;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030739024;FO180030739024;;CB000180030739;24;4;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030739025;FO180030739025;;CB000180030739;25;5;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030739026;FO180030739026;;CB000180030739;26;5;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030739027;FO180030739027;;CB000180030739;27;5;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030739028;FO180030739028;;CB000180030739;28;5;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030739029;FO180030739029;;CB000180030739;29;5;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030739030;FO180030739030;;CB000180030739;30;5;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030739031;FO180030739031;;CB000180030739;31;6;1;G657;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030739032;FO180030739032;;CB000180030739;32;6;2;G657;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030739033;FO180030739033;;CB000180030739;33;6;3;G657;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030739034;FO180030739034;;CB000180030739;34;6;4;G657;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030739035;FO180030739035;;CB000180030739;35;6;5;G657;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030739036;FO180030739036;;CB000180030739;36;6;6;G657;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916001;FO180030916001;;CB000180030916;1;1;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916002;FO180030916002;;CB000180030916;2;1;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916003;FO180030916003;;CB000180030916;3;1;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916004;FO180030916004;;CB000180030916;4;1;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916005;FO180030916005;;CB000180030916;5;1;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916006;FO180030916006;;CB000180030916;6;1;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916007;FO180030916007;;CB000180030916;7;1;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916008;FO180030916008;;CB000180030916;8;1;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916009;FO180030916009;;CB000180030916;9;1;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916010;FO180030916010;;CB000180030916;10;1;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916011;FO180030916011;;CB000180030916;11;1;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916012;FO180030916012;;CB000180030916;12;1;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916013;FO180030916013;;CB000180030916;13;2;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916014;FO180030916014;;CB000180030916;14;2;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916015;FO180030916015;;CB000180030916;15;2;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916016;FO180030916016;;CB000180030916;16;2;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916017;FO180030916017;;CB000180030916;17;2;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916018;FO180030916018;;CB000180030916;18;2;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916019;FO180030916019;;CB000180030916;19;2;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916020;FO180030916020;;CB000180030916;20;2;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916021;FO180030916021;;CB000180030916;21;2;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916022;FO180030916022;;CB000180030916;22;2;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916023;FO180030916023;;CB000180030916;23;2;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916024;FO180030916024;;CB000180030916;24;2;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916025;FO180030916025;;CB000180030916;25;3;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916026;FO180030916026;;CB000180030916;26;3;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916027;FO180030916027;;CB000180030916;27;3;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916028;FO180030916028;;CB000180030916;28;3;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916029;FO180030916029;;CB000180030916;29;3;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916030;FO180030916030;;CB000180030916;30;3;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916031;FO180030916031;;CB000180030916;31;3;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916032;FO180030916032;;CB000180030916;32;3;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916033;FO180030916033;;CB000180030916;33;3;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916034;FO180030916034;;CB000180030916;34;3;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916035;FO180030916035;;CB000180030916;35;3;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916036;FO180030916036;;CB000180030916;36;3;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916037;FO180030916037;;CB000180030916;37;4;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916038;FO180030916038;;CB000180030916;38;4;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916039;FO180030916039;;CB000180030916;39;4;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916040;FO180030916040;;CB000180030916;40;4;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916041;FO180030916041;;CB000180030916;41;4;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916042;FO180030916042;;CB000180030916;42;4;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916043;FO180030916043;;CB000180030916;43;4;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916044;FO180030916044;;CB000180030916;44;4;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916045;FO180030916045;;CB000180030916;45;4;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916046;FO180030916046;;CB000180030916;46;4;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916047;FO180030916047;;CB000180030916;47;4;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916048;FO180030916048;;CB000180030916;48;4;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916049;FO180030916049;;CB000180030916;49;5;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916050;FO180030916050;;CB000180030916;50;5;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916051;FO180030916051;;CB000180030916;51;5;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916052;FO180030916052;;CB000180030916;52;5;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916053;FO180030916053;;CB000180030916;53;5;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916054;FO180030916054;;CB000180030916;54;5;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916055;FO180030916055;;CB000180030916;55;5;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916056;FO180030916056;;CB000180030916;56;5;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916057;FO180030916057;;CB000180030916;57;5;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916058;FO180030916058;;CB000180030916;58;5;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916059;FO180030916059;;CB000180030916;59;5;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916060;FO180030916060;;CB000180030916;60;5;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916061;FO180030916061;;CB000180030916;61;6;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916062;FO180030916062;;CB000180030916;62;6;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916063;FO180030916063;;CB000180030916;63;6;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916064;FO180030916064;;CB000180030916;64;6;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916065;FO180030916065;;CB000180030916;65;6;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916066;FO180030916066;;CB000180030916;66;6;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916067;FO180030916067;;CB000180030916;67;6;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916068;FO180030916068;;CB000180030916;68;6;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916069;FO180030916069;;CB000180030916;69;6;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916070;FO180030916070;;CB000180030916;70;6;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916071;FO180030916071;;CB000180030916;71;6;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916072;FO180030916072;;CB000180030916;72;6;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916073;FO180030916073;;CB000180030916;73;7;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916074;FO180030916074;;CB000180030916;74;7;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916075;FO180030916075;;CB000180030916;75;7;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916076;FO180030916076;;CB000180030916;76;7;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916077;FO180030916077;;CB000180030916;77;7;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916078;FO180030916078;;CB000180030916;78;7;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916079;FO180030916079;;CB000180030916;79;7;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916080;FO180030916080;;CB000180030916;80;7;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916081;FO180030916081;;CB000180030916;81;7;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916082;FO180030916082;;CB000180030916;82;7;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916083;FO180030916083;;CB000180030916;83;7;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916084;FO180030916084;;CB000180030916;84;7;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916085;FO180030916085;;CB000180030916;85;8;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
180030916086;FO180030916086;;CB000180030916;86;8;2;G652;OK;2;1;CST;;2015-06-02 00:00:00;;;;
180030916087;FO180030916087;;CB000180030916;87;8;3;G652;OK;3;1;CST;;2015-06-02 00:00:00;;;;
180030916088;FO180030916088;;CB000180030916;88;8;4;G652;OK;4;1;CST;;2015-06-02 00:00:00;;;;
180030916089;FO180030916089;;CB000180030916;89;8;5;G652;OK;5;1;CST;;2015-06-02 00:00:00;;;;
180030916090;FO180030916090;;CB000180030916;90;8;6;G652;OK;6;1;CST;;2015-06-02 00:00:00;;;;
180030916091;FO180030916091;;CB000180030916;91;8;7;G652;OK;7;1;CST;;2015-06-02 00:00:00;;;;
180030916092;FO180030916092;;CB000180030916;92;8;8;G652;OK;8;1;CST;;2015-06-02 00:00:00;;;;
180030916093;FO180030916093;;CB000180030916;93;8;9;G652;OK;9;1;CST;;2015-06-02 00:00:00;;;;
180030916094;FO180030916094;;CB000180030916;94;8;10;G652;OK;10;1;CST;;2015-06-02 00:00:00;;;;
180030916095;FO180030916095;;CB000180030916;95;8;11;G652;OK;11;1;CST;;2015-06-02 00:00:00;;;;
180030916096;FO180030916096;;CB000180030916;96;8;12;G652;OK;12;1;CST;;2015-06-02 00:00:00;;;;
180030916097;FO180030916097;;CB000180030916;97;9;1;G652;OK;1;1;CST;;2015-06-02 00:00:00;;;;
